amount,type,latency,txn_count_last_30d,device_load,processing_decision
275.06,Withdrawal,10,15,73.76100328428451,edge
63.86,Withdrawal,28,16,94.37943306398779,cloud
5973.45,Payment,11,1,80.67923911640462,cloud
155.64,Payment,2,0,51.348994064290295,edge
50.74,Withdrawal,13,9,17.543012971481673,edge
126.25,Withdrawal,16,5,42.048250505859826,edge
424.74,Withdrawal,5,4,92.44608270680662,cloud
468.37,Withdrawal,3,1,79.9027607148789,edge
169.4,Withdrawal,5,1,62.175664348645796,edge
198.57,Payment,40,8,71.4709906109751,edge
196.8,Withdrawal,15,2,82.32605048005132,edge
1678.97,Withdrawal,20,0,91.88188326001216,cloud
167.66,Transfer,20,4,22.146613204096045,edge
45.99,Deposit,14,5,86.4617497183445,cloud
278.13,Payment,21,8,77.92153301232727,edge
453.13,Withdrawal,18,11,71.53718307944604,edge
145.5,Transfer,14,5,11.787813562708354,edge
111.7,Deposit,18,11,42.13744557217093,edge
399.71,Deposit,11,1,31.210176077483315,edge
7607.06,Withdrawal,18,1,92.044542266348,cloud
166.74,Payment,18,0,25.189118792466733,edge
160.35,Withdrawal,32,1,92.69196114981987,cloud
392.82,Payment,29,0,73.8110579924673,edge
194.44,Transfer,27,7,58.0670138134161,edge
158.44,Transfer,10,8,51.931136162424735,edge
7277.0,Transfer,12,6,41.174111497871635,cloud
415.66,Withdrawal,2,6,43.62467039609076,edge
4970.59,Deposit,17,4,93.05497615091397,cloud
6710.81,Withdrawal,13,3,51.366541054931844,cloud
113.5,Withdrawal,10,0,49.033866526951485,edge
330.09,Withdrawal,10,2,76.35115082334774,edge
255.06,Deposit,49,1,36.40740635567306,edge
321.55,Withdrawal,30,3,54.21373443680376,edge
396.58,Transfer,16,7,87.41752405737651,cloud
5121.15,Withdrawal,64,8,45.43145425698751,cloud
3386.8,Payment,8,4,31.78555559393713,cloud
9328.48,Transfer,6,3,49.381005687060764,cloud
29.14,Withdrawal,36,10,20.26982108222616,edge
7149.92,Deposit,2,14,55.09112384059498,cloud
432.76,Transfer,21,2,76.59120588689034,edge
78.35,Payment,25,24,53.2822865122632,edge
438.31,Transfer,15,1,64.31067896391374,edge
402.29,Withdrawal,13,0,30.032762480551476,edge
87.91,Withdrawal,27,3,27.016417265051835,edge
54.88,Transfer,15,2,29.089473654107607,edge
122.09,Transfer,5,5,35.419762558094895,edge
84.32,Withdrawal,33,1,12.541860924203176,edge
5644.08,Deposit,8,19,86.53776315671111,cloud
310.18,Deposit,20,4,60.81381562893413,edge
4151.1,Transfer,6,5,65.55704429627497,cloud
96.44,Deposit,7,10,86.28370767075354,cloud
4860.45,Withdrawal,8,0,93.28135735209982,cloud
146.14,Transfer,6,9,81.2832730829379,edge
192.56,Withdrawal,33,3,52.639465062271384,edge
400.17,Deposit,19,0,11.876645602082208,edge
731.84,Withdrawal,4,18,50.609523147816546,edge
303.66,Withdrawal,31,4,45.532220885265794,edge
237.59,Withdrawal,18,5,30.02668481240277,edge
35.14,Deposit,10,9,12.417942316015118,edge
9026.75,Withdrawal,18,4,36.12914149880767,cloud
215.21,Transfer,2,17,30.099058184846246,edge
103.87,Deposit,20,5,58.09089882890877,edge
61.35,Withdrawal,15,3,30.266633590820717,edge
143.71,Payment,6,7,59.62634316389689,edge
280.15,Deposit,20,19,23.502617390565625,edge
78.98,Payment,15,8,41.86878824920951,edge
4622.48,Transfer,15,5,11.199207024872416,cloud
58.66,Transfer,34,3,72.49641889901153,edge
2054.62,Transfer,49,13,37.2809027958004,edge
337.24,Deposit,2,6,47.839153742454556,edge
3237.84,Deposit,14,1,38.04288077546133,cloud
212.33,Deposit,19,8,33.97237235978227,edge
358.25,Deposit,78,2,62.159380846991546,edge
5508.06,Payment,5,0,33.02685607778402,cloud
634.25,Withdrawal,23,7,55.55865598475301,edge
240.42,Deposit,92,5,10.286854087987571,cloud
9511.28,Withdrawal,34,0,74.53843621277933,cloud
221.1,Payment,13,7,90.5275643905448,cloud
424.87,Withdrawal,10,0,29.282315365636773,edge
338.01,Payment,10,4,78.81314245790446,flagged
159.0,Deposit,54,8,34.0848747505611,edge
8071.21,Withdrawal,8,3,55.27273205696764,cloud
47.46,Transfer,8,0,39.26504636722993,edge
183.42,Transfer,7,2,70.87653099486873,edge
195.46,Payment,29,2,10.803633313719908,edge
50.89,Deposit,21,7,27.417998235893865,edge
101.8,Deposit,21,12,78.62004699253768,edge
8656.08,Transfer,7,5,19.662178994087018,cloud
472.0,Transfer,18,2,33.70110493673005,edge
350.17,Withdrawal,0,2,49.92747581455567,edge
8017.65,Transfer,14,5,11.555435603591413,cloud
1419.76,Transfer,13,4,40.95549700022502,edge
41.17,Payment,8,1,44.14515207552394,edge
198.39,Withdrawal,9,0,65.82364357889571,edge
28.96,Withdrawal,5,3,83.48143342964482,edge
4047.48,Deposit,27,18,36.60867265011028,edge
334.76,Transfer,3,0,62.56114256722163,edge
265.33,Transfer,16,1,86.18358049947021,cloud
8662.42,Payment,19,7,29.172691370139027,cloud
432.41,Payment,12,3,90.34001547825608,cloud
405.37,Payment,12,2,10.94885553458967,edge
326.49,Deposit,29,5,26.51941909375098,edge
1696.17,Payment,36,7,39.82086410905043,edge
394.39,Transfer,26,7,21.702283323181405,edge
364.98,Deposit,11,0,72.08797894605694,edge
114.6,Payment,5,4,64.5832042161882,edge
128.25,Deposit,25,0,26.46226247957005,edge
7871.9,Transfer,24,5,41.46745157964906,cloud
382.84,Deposit,7,1,58.832337398708695,edge
3138.61,Withdrawal,7,1,11.502436982282676,cloud
374.46,Transfer,8,1,47.11198469579138,edge
229.26,Withdrawal,28,1,63.00130884942745,edge
5602.04,Payment,13,2,10.371657074431432,cloud
74.0,Withdrawal,19,3,25.827073147074834,edge
490.54,Transfer,18,3,35.22448849979649,edge
441.0,Deposit,29,1,46.7274300076496,edge
254.63,Payment,18,6,54.048510439343,edge
95.39,Payment,13,4,22.217657117225464,edge
460.13,Transfer,49,0,79.10623279691136,edge
4947.85,Transfer,27,9,36.89257357940137,cloud
248.28,Payment,18,0,52.401499517227506,edge
491.06,Deposit,13,11,68.97173578229342,edge
9144.38,Deposit,19,0,16.835081095633086,cloud
180.94,Payment,15,4,65.29495327679629,edge
412.31,Transfer,6,0,16.132051018571033,edge
260.77,Deposit,6,0,80.49066840842286,edge
3127.21,Transfer,27,9,21.434203613553407,cloud
209.32,Deposit,29,3,39.84166510513582,edge
415.6,Payment,18,2,63.346800204890044,edge
388.3,Payment,12,8,55.90809965165755,edge
370.23,Deposit,13,8,44.92224138724356,edge
484.86,Deposit,6,9,68.82977667523684,edge
196.65,Deposit,2,0,74.44372843192666,edge
3388.8,Payment,5,2,49.50157774243307,cloud
248.47,Deposit,3,6,76.51153227099446,edge
9378.01,Deposit,29,2,86.33197587044465,cloud
29.6,Withdrawal,12,0,24.451916919433742,edge
2183.19,Deposit,7,3,84.69165145491317,edge
7674.13,Deposit,14,1,15.152387058700082,cloud
304.52,Transfer,8,5,90.154725503966,cloud
232.16,Deposit,10,5,12.096510795893622,edge
3294.68,Transfer,14,0,87.95471422327269,cloud
5883.83,Payment,6,5,46.742512841761574,cloud
473.5,Payment,7,5,20.93183492408376,edge
108.12,Payment,31,2,91.07457577953562,cloud
263.53,Deposit,8,4,20.568113381073598,edge
437.65,Deposit,8,3,57.505600610515216,edge
35.79,Deposit,9,3,50.84223181562736,edge
2922.25,Withdrawal,25,0,88.53769628003904,cloud
5354.46,Deposit,15,4,38.69571578590967,cloud
393.69,Payment,17,5,60.14540706867507,edge
455.3,Transfer,17,5,37.13748112045881,edge
319.58,Deposit,28,4,83.30826403207882,edge
374.0,Withdrawal,12,5,58.17529154972167,edge
5201.86,Transfer,35,11,11.418797685311052,cloud
115.0,Transfer,15,4,10.497667016158541,edge
498.28,Withdrawal,22,5,92.67739734438827,cloud
3351.06,Payment,9,13,25.05551302154651,cloud
24.59,Transfer,11,2,51.75370325545797,edge
427.46,Transfer,13,2,51.15851314599378,edge
453.15,Payment,1,10,33.03419952823824,edge
7971.54,Withdrawal,19,11,40.41600471629104,cloud
8039.07,Transfer,23,10,19.94152102379604,cloud
348.7,Withdrawal,6,1,57.70693150931392,edge
6330.85,Deposit,15,1,29.133714678720704,cloud
219.73,Payment,36,0,81.4670463409726,edge
4600.74,Deposit,12,3,46.31536448686563,cloud
434.7,Deposit,8,6,39.717794818611196,edge
423.75,Payment,9,0,81.18376432808273,edge
1215.15,Deposit,16,2,90.1276035523575,cloud
335.64,Payment,43,4,76.09179181033868,edge
279.66,Payment,17,1,77.80141114157902,edge
105.72,Withdrawal,15,0,64.79750682871462,edge
299.6,Payment,8,0,14.190431553229432,edge
3894.89,Payment,17,5,74.35613940400533,cloud
71.62,Deposit,36,2,16.300192532543363,edge
5290.67,Withdrawal,9,5,81.15970592933759,cloud
4871.31,Deposit,20,0,35.99817079167704,cloud
348.27,Deposit,27,3,31.34954006870009,edge
28.18,Transfer,13,11,35.24187155250183,edge
8564.45,Withdrawal,4,4,32.81700208587363,cloud
205.06,Transfer,42,7,51.67585690558781,edge
1764.35,Payment,10,4,42.40143466832362,edge
7799.25,Withdrawal,72,1,28.234177084104083,cloud
112.85,Deposit,28,9,53.92486047643349,edge
129.86,Withdrawal,25,4,22.983667754023145,edge
242.05,Payment,20,0,70.3438601299817,edge
369.66,Deposit,12,3,85.94396845130764,cloud
188.07,Payment,2,3,83.92630419905852,edge
492.2,Withdrawal,19,4,56.30737808160903,edge
199.73,Withdrawal,10,12,50.01526058362499,edge
8737.38,Transfer,32,0,89.90747377285358,cloud
1645.24,Payment,10,2,15.312332687355195,edge
425.39,Transfer,15,13,86.0948526725474,cloud
54.84,Transfer,24,0,31.310602054679126,edge
8913.24,Deposit,15,0,66.62855395800815,cloud
476.44,Withdrawal,31,0,41.173512672144,edge
5061.48,Withdrawal,26,2,19.053512518511113,cloud
9383.89,Transfer,9,0,75.24734790381906,cloud
463.52,Deposit,12,6,84.65125256576053,edge
98.8,Transfer,35,15,29.61204717571249,edge
300.15,Payment,5,0,45.47954663097579,edge
4353.0,Transfer,17,6,20.945547697186182,cloud
2743.63,Payment,21,4,30.49281565175573,edge
12.05,Withdrawal,17,0,86.95204318093909,cloud
484.16,Deposit,24,9,39.682274479556156,edge
299.52,Transfer,12,4,79.87606280350387,edge
291.99,Withdrawal,3,1,24.435538731337154,edge
3535.24,Payment,3,16,31.220917735409884,edge
273.56,Payment,5,4,91.1518610031609,cloud
56.04,Withdrawal,12,6,28.83880283453528,edge
279.63,Transfer,21,3,60.62466123738638,edge
2035.77,Transfer,8,5,11.1874313902036,edge
189.97,Deposit,22,4,54.501519044624594,edge
4300.93,Withdrawal,8,0,85.66043674963562,cloud
375.43,Transfer,10,2,30.293861733182464,edge
66.43,Payment,30,0,73.7681318138257,edge
8864.86,Transfer,38,3,48.262587179797066,cloud
25.42,Deposit,6,4,13.068659706492474,edge
297.31,Deposit,10,6,44.078026248562146,edge
397.99,Withdrawal,10,1,24.747694717706892,edge
330.38,Withdrawal,42,0,45.4410800348781,edge
9740.94,Payment,23,9,17.370164040645342,cloud
409.08,Payment,39,3,16.37471351282586,edge
212.25,Payment,19,7,13.151151037997229,edge
228.39,Withdrawal,22,1,23.52119497161389,edge
224.36,Transfer,11,12,80.12569117897849,edge
388.46,Payment,47,17,68.04357154294384,edge
470.41,Transfer,12,2,84.46727201568457,edge
7427.74,Transfer,13,1,20.949954428920663,cloud
219.33,Withdrawal,30,1,24.90508624647847,edge
2025.15,Transfer,13,0,73.37550983917235,edge
86.22,Withdrawal,8,23,62.55158270652318,edge
276.59,Payment,15,2,27.164341467099078,edge
363.46,Withdrawal,4,6,70.81016790972544,edge
111.29,Transfer,22,2,37.55915931709923,edge
306.31,Deposit,7,0,10.843173760165437,edge
302.59,Withdrawal,7,2,28.95244975744917,edge
217.94,Withdrawal,28,1,66.2912841262497,edge
1777.44,Transfer,42,0,61.5274307587444,edge
698.62,Payment,13,4,87.1069141104852,cloud
348.67,Withdrawal,6,4,68.43982232468184,edge
378.7,Transfer,15,1,47.308605052531206,edge
184.42,Withdrawal,6,9,13.29188459585533,edge
344.45,Withdrawal,13,1,85.6242698204673,cloud
177.57,Transfer,14,1,32.79658373043978,edge
437.33,Payment,35,0,67.31431678244243,edge
62.67,Payment,49,15,15.794186554032148,edge
108.62,Transfer,9,3,49.12024737864028,edge
333.67,Deposit,19,9,22.792829268145788,edge
259.82,Payment,38,4,93.0991309030264,cloud
4594.52,Payment,9,11,68.55751175594506,cloud
162.95,Transfer,9,1,49.97044148908109,edge
2509.28,Payment,35,8,20.785235723154514,edge
4574.42,Transfer,20,5,34.06232152400632,cloud
83.05,Withdrawal,21,0,78.52868335159545,edge
304.22,Deposit,16,0,75.83440452603791,edge
144.16,Transfer,3,4,73.04009418305493,edge
286.21,Withdrawal,12,2,57.71430148359493,edge
375.23,Withdrawal,9,0,48.28113600013485,edge
345.99,Payment,19,0,42.789301998134064,edge
198.84,Deposit,2,4,37.37612371154991,edge
5546.51,Payment,23,2,93.29232119581837,cloud
430.76,Deposit,45,6,55.981542606903254,edge
9422.26,Deposit,46,0,58.636532061005525,cloud
498.84,Payment,36,3,73.72878611791411,edge
470.53,Withdrawal,7,1,79.28757703037714,edge
4547.23,Transfer,10,4,55.97946790655986,cloud
301.12,Deposit,31,7,61.964223956493925,edge
35.59,Deposit,16,27,24.87131966272478,edge
118.71,Withdrawal,52,5,41.783095030748015,edge
9907.59,Payment,26,7,18.37186419480712,flagged
488.6,Transfer,24,7,75.41305093987091,edge
1327.31,Deposit,12,2,60.40077185913427,edge
40.9,Withdrawal,7,7,15.015540557886723,edge
181.1,Withdrawal,18,4,79.9862550702764,edge
8975.4,Payment,2,1,91.31320211800512,cloud
57.89,Payment,20,4,34.43559963985304,edge
25.38,Withdrawal,17,0,92.64186673002261,cloud
119.58,Transfer,11,5,16.765984562616225,edge
11.21,Deposit,18,0,82.50205943992638,edge
128.88,Transfer,13,4,41.848952243121,edge
130.76,Payment,8,0,83.29246955873523,edge
409.59,Payment,42,13,29.78892563378893,edge
358.69,Payment,11,0,61.190902212331665,edge
195.77,Deposit,42,2,58.99413656074872,edge
27.03,Withdrawal,24,6,56.918443565455235,edge
120.83,Transfer,30,8,65.34950866076973,edge
139.81,Deposit,13,8,11.248277211485888,edge
367.44,Payment,42,3,72.27561811842322,edge
285.07,Withdrawal,4,1,89.71654870778681,cloud
197.5,Withdrawal,22,2,23.126719911075178,edge
228.06,Deposit,12,3,40.386840837455956,edge
5388.99,Payment,32,1,59.41438606169216,cloud
208.58,Payment,15,10,52.091267825120426,edge
177.75,Payment,6,3,46.04794100475374,edge
289.66,Transfer,14,4,29.732781658134627,edge
309.67,Deposit,3,6,65.76212273376856,edge
719.62,Withdrawal,17,6,45.675396264923044,edge
112.37,Transfer,3,0,39.22835879617968,edge
5256.52,Deposit,8,2,74.55787791560613,cloud
399.01,Withdrawal,5,1,53.94348910899664,edge
383.08,Payment,16,4,10.086823235354096,edge
5728.95,Payment,11,21,67.69914402330252,edge
8095.34,Withdrawal,12,1,22.104069876935394,cloud
135.69,Withdrawal,13,1,19.054306649967323,edge
112.52,Transfer,11,2,15.802478295763407,edge
25.45,Withdrawal,2,1,60.792216041620684,edge
1144.57,Transfer,24,0,89.31074608936797,cloud
188.69,Withdrawal,26,17,88.18526211663087,cloud
354.67,Payment,14,11,19.51887813359671,edge
3467.63,Withdrawal,3,2,82.49037824030131,cloud
3817.85,Transfer,69,6,58.1142325728101,cloud
1816.82,Deposit,10,21,73.01509790033734,edge
421.02,Withdrawal,20,3,62.91436537278242,edge
1114.35,Deposit,1,13,84.25889659869276,edge
262.41,Deposit,29,5,45.99973910857008,edge
387.37,Deposit,23,4,72.19122076374563,edge
25.84,Transfer,10,16,48.648736778376126,edge
138.06,Deposit,16,1,35.116227404929234,edge
7915.89,Deposit,46,0,90.61465185003182,cloud
190.94,Deposit,45,7,84.62675307804781,edge
18.39,Transfer,33,4,60.96605367707107,edge
266.76,Withdrawal,42,1,71.7569837134281,edge
63.31,Withdrawal,19,8,61.918646871796504,edge
8806.79,Withdrawal,18,1,46.14052302928835,cloud
75.01,Deposit,13,3,68.63365257720686,edge
239.01,Deposit,1,7,10.987879623740037,edge
3299.92,Payment,6,12,36.419207320157255,cloud
243.59,Payment,48,2,73.78016573974566,edge
9017.26,Withdrawal,60,8,46.0077201311509,cloud
161.03,Deposit,28,3,91.62784986020327,cloud
483.08,Payment,26,0,80.89521460237482,edge
5590.84,Deposit,11,9,54.551700570789905,flagged
275.91,Deposit,15,6,75.3986936348303,edge
404.46,Deposit,5,9,40.09003027520174,edge
8692.63,Withdrawal,12,7,55.07598520171078,cloud
126.23,Transfer,53,0,61.39302165006537,edge
1731.12,Withdrawal,4,1,59.97311658994572,cloud
429.8,Deposit,24,12,17.530757942986142,edge
3043.79,Withdrawal,21,0,90.97834922264495,cloud
301.69,Deposit,20,2,44.32105506846112,edge
96.45,Transfer,21,3,16.529155003875253,edge
88.88,Withdrawal,2,5,71.07372685356756,edge
199.73,Withdrawal,54,1,70.08327829165322,edge
276.38,Payment,17,3,87.99776392833968,cloud
7967.56,Payment,55,3,44.6414052552843,cloud
1940.17,Deposit,13,15,38.93002267531504,edge
374.41,Withdrawal,33,2,90.96253182539658,cloud
3058.11,Payment,11,6,11.374623039865982,cloud
109.96,Withdrawal,13,0,65.71585145884157,edge
109.56,Withdrawal,13,2,12.011573541315661,edge
8609.37,Payment,35,2,78.12159595746043,cloud
453.3,Payment,34,0,89.37559798039734,cloud
407.33,Payment,24,5,38.85975129634231,edge
2679.64,Deposit,16,0,80.16105462868154,edge
232.4,Transfer,22,5,59.81735443518476,edge
188.4,Transfer,60,2,70.1039899520181,edge
333.47,Payment,15,0,39.87714758590907,edge
338.83,Deposit,7,0,83.19016869292102,edge
53.0,Deposit,19,4,51.21161132113296,edge
185.0,Transfer,39,0,86.05059638317827,cloud
7904.41,Payment,7,2,59.64545487380931,cloud
3531.94,Withdrawal,26,17,13.229131706492506,cloud
8070.47,Transfer,13,3,45.899598974205155,cloud
111.58,Deposit,16,29,72.2714769501388,edge
1376.03,Payment,20,0,91.74341361898882,cloud
283.07,Transfer,27,11,21.92629260356419,edge
110.17,Transfer,22,4,41.96255088715377,edge
130.63,Deposit,5,2,81.19953126452818,edge
93.31,Withdrawal,18,4,12.929489671628112,edge
410.3,Withdrawal,38,10,24.407334594041988,edge
6063.52,Withdrawal,28,0,25.846348173523523,cloud
373.65,Deposit,36,9,73.72260566169706,edge
272.71,Transfer,14,7,90.08496029010787,cloud
282.57,Payment,12,2,39.032189185101956,edge
266.22,Transfer,20,0,25.39809210029953,edge
7984.14,Payment,18,0,47.88115481564269,cloud
408.58,Withdrawal,12,12,58.68641495340243,edge
463.56,Withdrawal,16,5,59.28091350186079,edge
447.84,Withdrawal,2,16,57.80379475976839,edge
374.16,Deposit,13,1,37.17986597815702,edge
356.06,Payment,1,0,35.19087931125436,edge
420.68,Deposit,7,4,11.235835659800461,edge
470.82,Transfer,46,4,39.523344234931116,edge
54.67,Transfer,19,7,26.376677532172447,edge
238.59,Transfer,16,4,39.66631586381742,edge
5234.77,Payment,3,0,17.20507212657939,cloud
85.45,Deposit,35,3,34.98440891108295,edge
7903.87,Transfer,25,7,16.51710712823597,cloud
15.86,Transfer,35,5,18.84829875193336,edge
113.08,Deposit,18,2,93.95506436778494,cloud
244.89,Withdrawal,6,2,52.68535210187011,edge
343.0,Withdrawal,6,7,72.87033493005222,edge
5162.7,Withdrawal,13,10,23.296630920111376,cloud
174.32,Deposit,45,0,64.95195551803789,edge
90.13,Payment,14,6,78.86555180560656,edge
187.65,Payment,15,1,27.177265405735174,edge
3155.4,Transfer,26,16,58.32891858071896,edge
448.57,Transfer,17,3,26.832436450473093,edge
388.68,Withdrawal,14,5,18.451374519217048,edge
7061.88,Withdrawal,7,2,25.283536540844995,cloud
162.89,Deposit,13,1,77.93382994114965,edge
274.37,Deposit,17,2,79.10950287008987,edge
74.54,Transfer,13,14,72.90899707635484,edge
188.78,Deposit,15,3,64.06663930709826,edge
5233.63,Payment,11,5,17.94251042435369,cloud
7590.35,Withdrawal,16,1,53.08699668283544,cloud
98.17,Transfer,28,3,79.42799766916771,edge
69.42,Payment,32,10,61.23500532817844,edge
4246.4,Payment,8,0,36.0800226822322,cloud
360.65,Withdrawal,17,1,49.17351078960438,edge
254.5,Transfer,17,3,13.671835388105787,edge
465.39,Transfer,56,9,59.93345819649483,edge
494.59,Withdrawal,32,1,10.81272256820074,edge
8591.11,Deposit,40,7,87.30531149644968,cloud
6122.4,Deposit,35,6,47.84681550209986,cloud
26.34,Deposit,5,6,20.45467082993547,edge
21.03,Payment,10,4,84.04581423029734,edge
427.68,Payment,48,10,76.18363242849998,edge
187.3,Deposit,3,2,13.097972704686082,edge
356.83,Transfer,18,0,88.20438084422622,cloud
142.74,Deposit,21,0,34.54684329467189,edge
302.27,Deposit,16,2,81.51680669016321,edge
7963.77,Deposit,18,12,54.440441661491974,cloud
516.12,Transfer,24,7,41.709164371235175,edge
4237.42,Transfer,71,1,74.89157588560401,cloud
328.29,Withdrawal,9,0,12.89180036527748,edge
271.88,Deposit,39,8,34.57318906084498,edge
296.17,Transfer,4,9,85.46196555697038,cloud
438.08,Withdrawal,47,0,62.77640189418431,edge
118.91,Withdrawal,13,0,53.49036052393136,edge
104.1,Withdrawal,37,0,14.687201196611955,edge
7047.04,Withdrawal,3,3,57.42396944632435,cloud
5230.98,Payment,18,7,79.46482384443179,cloud
330.39,Deposit,5,2,17.377638458669765,edge
313.72,Payment,5,1,93.67495299865493,cloud
466.12,Payment,9,2,87.48733879784952,cloud
21.18,Withdrawal,15,9,13.59910638549466,edge
83.14,Deposit,4,6,34.84009750512638,edge
7554.86,Deposit,0,7,94.72162679574078,cloud
416.12,Withdrawal,5,1,52.85115863862205,edge
7592.0,Deposit,22,11,40.91820436244421,cloud
258.95,Deposit,6,1,90.28069145474916,cloud
59.76,Transfer,24,6,39.671976582250295,edge
39.24,Deposit,6,1,60.53154987357503,edge
472.32,Deposit,19,5,88.7932678493322,cloud
5824.84,Deposit,23,4,35.01814643065973,cloud
100.22,Transfer,16,0,87.68194820544397,cloud
359.59,Deposit,6,0,89.65957044363601,cloud
3904.72,Deposit,7,2,21.8857110664474,cloud
137.75,Payment,10,15,39.72426052392788,edge
335.56,Deposit,32,21,22.93975895387306,edge
5238.16,Deposit,17,0,55.205716311255905,cloud
1615.46,Deposit,16,1,23.10584788934316,edge
237.49,Payment,6,1,60.737213163030766,edge
9619.16,Deposit,30,6,75.02662618342976,cloud
4103.49,Transfer,13,4,89.79635452249735,cloud
3466.53,Payment,17,8,53.00764525170247,cloud
470.19,Transfer,51,10,29.74032050686946,edge
332.24,Payment,1,0,58.56816069820442,edge
62.07,Payment,24,4,74.53853918635622,edge
261.54,Transfer,12,5,14.511541533582228,edge
118.33,Transfer,23,1,38.08868776305704,edge
430.3,Deposit,5,8,74.7526543531002,edge
135.31,Deposit,42,0,63.60443636480829,edge
351.2,Payment,20,3,72.47664056165866,edge
5882.23,Transfer,16,12,65.9446986007882,cloud
30.35,Transfer,21,0,59.54901966896418,edge
497.11,Transfer,25,8,61.176864497945765,edge
7600.9,Transfer,4,3,23.98974510426016,cloud
160.66,Payment,44,0,94.00892646717297,cloud
193.68,Withdrawal,17,2,71.97965766198296,edge
483.36,Deposit,7,0,92.07727295774984,cloud
90.59,Transfer,17,16,11.664850592682996,edge
103.99,Payment,28,1,82.019304328838,edge
467.19,Transfer,9,2,40.77743010593667,edge
101.35,Deposit,17,0,38.937888403764134,edge
151.29,Transfer,19,1,27.8662552320314,edge
408.35,Transfer,21,2,39.243112508268986,edge
436.15,Withdrawal,19,7,77.96793455117552,edge
7258.38,Payment,21,8,68.35938362937276,cloud
82.19,Withdrawal,7,8,91.2205849349811,cloud
52.51,Withdrawal,15,34,51.73864742853973,edge
9406.25,Transfer,51,3,26.709138304927777,cloud
41.45,Transfer,14,5,24.402058124666727,edge
2574.12,Withdrawal,13,7,49.13378530598449,cloud
26.02,Transfer,3,6,56.72221828888402,edge
220.53,Deposit,31,1,92.56478509064722,cloud
4673.91,Withdrawal,8,0,47.8452761106004,cloud
98.96,Withdrawal,8,5,33.55376756765101,edge
5556.83,Deposit,21,1,52.8804367385069,cloud
5520.83,Payment,11,0,74.59198769160098,cloud
125.49,Deposit,6,2,16.877157323693943,edge
9741.12,Deposit,20,7,27.04257397427284,cloud
62.24,Payment,11,11,24.48742957593427,edge
4190.41,Deposit,8,0,10.590361507606277,cloud
2918.16,Withdrawal,53,13,28.696984422193456,cloud
274.48,Withdrawal,19,14,17.180575868789575,edge
492.44,Payment,29,12,21.636725878586347,edge
126.12,Transfer,44,5,86.69129365770111,cloud
346.91,Deposit,5,0,59.964471718067045,edge
390.85,Transfer,4,10,58.51210907727168,edge
4122.67,Transfer,16,2,56.48929856780168,cloud
129.75,Transfer,23,7,63.802247421367404,edge
196.8,Transfer,6,0,63.83442046714683,edge
105.41,Transfer,2,1,52.935564056032206,edge
468.28,Withdrawal,18,9,43.71483762478987,edge
64.59,Payment,8,19,12.159954479920348,edge
385.17,Payment,31,4,58.85318753161887,edge
236.37,Transfer,11,0,35.184930934047586,edge
117.66,Payment,2,12,27.36832272392854,edge
63.89,Transfer,23,2,53.59618963024998,edge
4408.16,Deposit,35,13,25.488817295924278,cloud
7117.88,Deposit,29,3,65.97347475846333,cloud
2019.08,Deposit,18,1,73.90931280099949,edge
461.5,Deposit,21,0,59.52708927467509,edge
478.14,Deposit,48,0,94.33803310031409,cloud
7205.88,Transfer,10,12,38.89508231564489,cloud
446.8,Payment,15,0,63.567073862301186,edge
2380.73,Deposit,24,5,57.97235147869968,edge
329.16,Payment,4,1,31.007880023453193,edge
103.67,Transfer,24,0,49.511264091514576,edge
2697.56,Payment,37,10,43.53695020301102,edge
6259.47,Deposit,6,0,88.5843162010476,cloud
84.24,Transfer,27,9,25.032770909226382,edge
240.6,Deposit,30,2,58.88887751744833,edge
164.15,Deposit,34,16,78.20120312557953,edge
311.14,Transfer,9,4,33.313786535158386,edge
113.49,Payment,3,0,49.28622850289842,edge
380.35,Withdrawal,14,19,29.07515542889585,edge
479.15,Payment,15,2,36.74404365352497,edge
3833.44,Payment,25,0,91.59014290764225,cloud
255.59,Deposit,27,2,42.82003396921138,edge
8445.69,Deposit,17,10,48.75542515534594,cloud
9857.27,Withdrawal,14,3,56.72040444227111,cloud
4318.38,Deposit,8,14,70.50616335706283,cloud
485.21,Deposit,48,13,65.09956096228342,edge
119.11,Deposit,12,12,46.54493095619695,edge
5479.55,Transfer,2,12,16.524764813867236,cloud
3994.34,Deposit,49,17,38.57296972437241,edge
423.75,Payment,26,8,42.951329983216056,edge
288.87,Withdrawal,12,2,33.746774514601256,edge
407.26,Deposit,12,4,61.22343597054209,edge
7547.95,Payment,7,0,76.86155821470491,cloud
72.51,Deposit,3,0,52.99153801756173,edge
9617.02,Withdrawal,34,2,69.85954961383408,cloud
72.76,Deposit,12,4,39.93255739850045,edge
44.13,Deposit,0,1,12.687474334064177,edge
470.12,Withdrawal,28,1,18.16879213061967,edge
8680.06,Deposit,32,14,68.65391868330818,cloud
477.72,Transfer,15,1,45.77538227928142,edge
332.19,Payment,11,6,12.721128012574496,edge
7563.52,Transfer,5,0,35.20668290383664,cloud
140.27,Deposit,28,6,59.4819281457793,edge
9564.75,Withdrawal,56,6,89.83933679111732,cloud
223.93,Withdrawal,21,4,79.85664731103857,edge
136.61,Transfer,15,0,86.77492394246998,cloud
584.01,Deposit,8,6,53.32122466694465,edge
281.2,Deposit,4,2,51.627850364806996,edge
3746.2,Withdrawal,15,1,74.83377344665736,cloud
